DECILE1,LSAT,UGPA,grad,fulltime,FAM_INC,gender,race1,Y,TIER,A,U_FAMINC,U_UGPA,U_LSAT,U_TIER,U_DEC
7.0,40.0,3.3,1,1,4.0,1,white,1,4.0,0,0.4940451051608785,0.12918076788510335,2.305215559043276,-0.07318929481550729,0.792125060610056
3.0,34.0,3.3,1,0,2.0,0,white,1,4.0,0,-1.428462460499103,0.03479874442867681,-0.7040480189276295,0.4516046603076065,-2.197842117195008
6.0,33.5,3.3,1,1,3.0,1,white,1,4.0,0,-0.5059548948391215,0.13682803904399288,-3.1007764059958944,0.48080152243759144,0.8863272846545698
1.0,36.0,3.3,1,1,3.0,1,other,0,3.0,1,-0.5059548948391215,0.13682803904399288,-0.6007764059958944,-0.727479791627796,-5.0847260107236005
5.0,31.0,3.3,1,1,3.0,1,white,1,3.0,0,-0.5059548948391215,0.13682803904399288,-5.600776405995894,-0.3109171634970216,-0.24303199222782101
4.0,34.0,3.3,1,1,3.0,1,white,1,4.0,0,-0.5059548948391215,0.13682803904399288,-2.6007764059958944,0.4391452596245138,-1.197842117195008
4.0,36.0,3.3,1,0,1.0,1,white,1,5.0,0,-2.5059548948391215,0.15212258136177237,1.5872396639257644,1.2974390097383894,-0.9843134384630385
5.0,41.0,3.3,1,1,3.0,1,white,1,5.0,0,-0.5059548948391215,0.13682803904399288,4.399223594004106,0.8559575802414301,-0.826007456958818
10.0,38.0,3.3,1,0,3.0,1,white,1,5.0,0,-0.5059548948391215,0.13682803904399288,1.3992235940041056,1.1058951571198943,4.6790089541386495
6.0,39.0,3.3,1,1,3.0,1,white,1,3.0,0,-0.5059548948391215,0.13682803904399288,2.3992235940041056,-0.9774173685062606,-0.589742421821069
9.0,35.0,3.3,1,1,5.0,0,white,1,3.0,0,1.571537539500897,0.01185693095200735,-2.986072123810125,-0.669086067367826,3.083612792975555
8.0,35.0,3.3,1,1,5.0,1,white,1,3.0,0,1.4940451051608785,0.12153349672621339,-3.7887924759175604,-0.669086067367826,2.083612792975555
6.0,33.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-3.8920640888492954,-0.4900016154324236,0.4202904003738679
8.0,45.0,3.3,1,1,4.0,1,white,1,5.0,0,0.4940451051608785,0.12918076788510335,7.305215559043276,0.5102480770537179,1.500637328244558
2.0,31.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-5.8920640888492954,-0.32337656418011385,-3.243031992227821
3.0,35.5,3.3,1,1,4.0,1,white,1,4.0,0,0.4940451051608785,0.12918076788510335,-2.194784440956724,0.301717070502189,-2.450350322743742
7.0,40.0,3.3,1,1,4.0,0,white,1,4.0,0,0.571537539500897,0.019504202110897317,3.1079359111507046,-0.07318929481550729,0.792125060610056
1.0,39.0,3.3,1,0,3.0,1,white,1,4.0,0,-0.5059548948391215,0.13682803904399288,2.3992235940041056,0.022582631493739402,-5.039536135690788
4.0,35.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-1.8920640888492954,-0.6566266666847334,-1.916387207024445
10.0,35.0,3.3,1,1,5.0,1,white,1,3.0,0,1.4940451051608785,0.12153349672621339,-3.7887924759175604,-0.669086067367826,4.083612792975555
8.0,37.0,3.3,1,1,3.0,0,white,1,4.0,0,-0.42846246049910297,0.02715147326978684,1.201943946111541,0.18920768274604916,2.2971414717075245
9.0,39.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,2.1079359111507046,-0.9898767691893529,2.410257578178931
1.0,36.0,3.3,1,1,3.0,0,asian,1,5.0,1,-0.42846246049910297,0.02715147326978684,0.2019439461115411,1.272520208372204,-3.9843134384630385
1.0,38.0,3.3,1,1,3.0,0,white,1,4.0,0,-0.42846246049910297,0.02715147326978684,2.201943946111541,0.10589515711989428,-4.871197331991631
8.0,34.0,3.3,1,1,3.0,1,white,1,4.0,0,-0.5059548948391215,0.13682803904399288,-2.6007764059958944,0.4391452596245138,2.802157882804992
4.0,29.0,3.3,1,1,3.0,1,white,1,2.0,0,-0.5059548948391215,0.13682803904399288,-7.600776405995894,-1.1442921122447118,-1.4565606709597896
9.0,34.0,3.3,1,1,2.0,0,white,1,3.0,0,-1.428462460499103,0.03479874442867681,-0.7040480189276295,-0.5483953396923935,3.2519515966747115
6.0,24.0,3.3,1,1,1.0,1,black,1,4.0,1,-2.5059548948391215,0.15212258136177237,-10.412760336074236,1.297189317252248,2.485545919796552
9.0,41.5,3.3,1,1,2.0,1,asian,1,5.0,1,-1.5059548948391215,0.14447531020288285,5.993231628964935,0.8267607181114451,3.0898231411916033
10.0,42.0,3.3,1,1,2.0,0,white,1,3.0,0,-1.428462460499103,0.03479874442867681,7.2959519810723705,-1.2148955447016325,2.9052411670814635
9.0,35.5,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,-0.2980560538884589,-0.6858235288147183,2.9994433911259772
8.0,36.0,3.3,1,1,4.0,1,white,1,5.0,0,0.4940451051608785,0.12918076788510335,-1.6947844409567239,1.2600608076891118,3.0156865615369615
2.0,27.0,3.3,1,1,2.0,0,black,1,4.0,1,-1.428462460499103,0.03479874442867681,-7.7040480189276295,1.0347923396906906,-2.0194704913009165
4.0,38.0,3.3,1,1,4.0,0,white,1,4.0,0,0.571537539500897,0.019504202110897317,1.1079359111507046,0.09343575643680202,-1.871197331991631
2.0,31.0,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,-4.798056053888459,-0.3109171634970216,-3.243031992227821
3.0,36.0,3.3,1,1,4.0,0,white,1,4.0,0,0.571537539500897,0.019504202110897317,-0.8920640888492954,0.2600608076891118,-2.53451972459332
5.0,36.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,-1.6947844409567239,-0.7399391923108882,-1.0847260107236005
3.0,33.0,3.3,1,1,3.0,0,asian,1,4.0,1,-0.42846246049910297,0.02715147326978684,-2.798056053888459,0.5224577852506687,-2.0295033134958516
4.0,35.0,3.3,1,1,4.0,0,white,1,5.0,0,0.571537539500897,0.019504202110897317,-1.8920640888492954,1.3433733333152666,-0.815974634763883
10.0,36.5,3.3,1,1,3.0,1,white,1,4.0,0,-0.5059548948391215,0.13682803904399288,-0.10077640599589444,0.23086394555912682,4.381310873557102
4.0,32.0,3.3,1,1,4.0,0,hisp,1,4.0,1,0.571537539500897,0.019504202110897317,-4.8920640888492954,0.5933109101937313,-0.861164509796696
7.0,41.0,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,5.201943946111541,-1.14404241975857,0.07357997078061995
10.0,40.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,2.305215559043276,-1.0731892948155073,3.2419187744797755
6.0,43.0,3.3,1,1,2.0,1,white,1,4.0,0,-1.5059548948391215,0.14447531020288285,7.493231628964935,-0.29820807032778696,-0.7128913504874124
6.0,35.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-1.8920640888492954,-0.6566266666847334,0.08361279297555502
8.0,42.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,5.1079359111507046,-1.239814346067817,0.9052411670814635
5.0,36.0,3.3,1,1,4.0,0,white,0,1.0,0,0.571537539500897,0.019504202110897317,-0.8920640888492954,-2.7399391923108882,-2.1851385829841625
9.0,39.5,3.3,1,1,4.0,1,white,1,4.0,0,0.4940451051608785,0.12918076788510335,1.8052155590432761,-0.03153303200243052,2.8762944624596347
9.0,48.0,3.3,1,1,4.0,1,white,1,5.0,0,0.4940451051608785,0.12918076788510335,10.305215559043276,0.2603105001752528,1.9956209171470896
3.0,35.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,-2.694784440956724,-0.6566266666847334,-2.916387207024445
7.0,27.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-9.892064088849295,0.00987353832450566,2.430323222568803
8.0,30.0,3.3,1,1,4.0,1,white,1,2.0,0,0.4940451051608785,0.12918076788510335,-7.694784440956724,-1.240064038553959,2.375100525341054
6.0,37.0,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,1.201943946111541,-0.8107923172539508,-0.2530648144227561
3.0,44.0,3.3,1,1,4.0,0,white,1,4.0,0,0.571537539500897,0.019504202110897317,7.1079359111507046,-0.4064393973201268,-3.881230154186568
5.0,42.0,3.3,1,1,4.0,1,white,1,4.0,0,0.4940451051608785,0.12918076788510335,4.305215559043276,-0.23981434606781704,-1.544552546788255
3.0,42.0,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,6.201943946111541,-1.2273549453847252,-4.0947588329185365
10.0,44.0,3.3,1,1,4.0,0,white,1,4.0,0,0.571537539500897,0.019504202110897317,7.1079359111507046,-0.4064393973201268,3.118769845813432
8.0,35.0,3.3,1,1,4.0,0,other,1,1.0,1,0.571537539500897,0.019504202110897317,-1.8920640888492954,-2.6566266666847334,0.983200220714993
2.0,30.0,3.3,1,1,4.0,0,black,1,4.0,1,0.571537539500897,0.019504202110897317,-6.8920640888492954,0.759935961446041,-2.524486902398384
7.0,39.0,3.3,1,1,3.0,1,white,1,3.0,0,-0.5059548948391215,0.13682803904399288,2.3992235940041056,-0.9774173685062606,0.41025757817893105
6.0,37.0,3.3,1,1,3.0,1,white,1,3.0,0,-0.5059548948391215,0.13682803904399288,0.39922359400410556,-0.8107923172539508,-0.2530648144227561
10.0,42.0,3.3,1,1,1.0,1,white,1,4.0,0,-2.5059548948391215,0.15212258136177237,7.587239663925764,-0.20243614401853982,3.455447453211745
4.0,32.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-4.8920640888492954,-0.4066890898062687,-1.4113707959269766
5.0,45.0,3.3,1,1,3.0,0,white,1,5.0,0,-0.42846246049910297,0.02715147326978684,9.201943946111541,0.5227074777368106,-1.499362671755442
2.0,41.0,3.3,1,1,5.0,1,white,1,5.0,0,1.4940451051608785,0.12153349672621339,2.2112075240824396,0.8310387788752447,-3.826007456958818
7.0,32.0,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,-3.798056053888459,-0.39422968912317646,1.5886292040730234
10.0,39.0,3.3,1,1,3.0,1,white,1,4.0,0,-0.5059548948391215,0.13682803904399288,2.3992235940041056,0.022582631493739402,3.9604638643092116
10.0,39.0,3.3,1,0,3.0,1,white,1,5.0,0,-0.5059548948391215,0.13682803904399288,2.3992235940041056,1.0225826314937394,4.510670150439493
2.0,33.0,3.3,1,1,3.0,0,white,1,4.0,0,-0.42846246049910297,0.02715147326978684,-2.798056053888459,0.5224577852506687,-3.0295033134958516
8.0,41.0,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,5.201943946111541,-1.14404241975857,1.07357997078062
9.0,37.0,3.3,1,1,2.0,0,white,1,1.0,0,-1.428462460499103,0.03479874442867681,2.2959519810723705,-2.798332916570858,1.646522613316682
5.0,37.0,3.3,1,1,3.0,1,white,1,5.0,0,-0.5059548948391215,0.13682803904399288,0.39922359400410556,1.1892076827460492,-0.15265224216219409
2.0,39.0,3.3,1,1,3.0,0,white,1,6.0,0,-0.42846246049910297,0.02715147326978684,3.201943946111541,2.0225826314937394,-2.9391235634302255
10.0,32.0,3.3,1,1,3.0,1,white,1,4.0,0,-0.5059548948391215,0.13682803904399288,-4.600776405995894,0.6057703108768235,5.138835490203304
4.0,34.0,3.3,1,1,4.0,0,white,0,3.0,0,0.571537539500897,0.019504202110897317,-2.8920640888492954,-0.5733141410585785,-1.7480484033252885
10.0,40.0,3.3,1,0,4.0,1,white,1,2.0,0,0.4940451051608785,0.12918076788510335,2.305215559043276,-2.0731892948155073,2.691712488349494
6.0,47.0,3.3,1,1,4.0,0,white,1,4.0,0,0.571537539500897,0.019504202110897317,10.107935911150705,-0.6563769741985919,-1.3862465652840363
4.0,34.5,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-2.3920640888492954,-0.6149704038716561,-1.8322178051748663
5.0,34.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-2.8920640888492954,-0.5733141410585785,-0.7480484033252885
2.0,31.0,3.3,1,1,4.0,0,white,0,3.0,0,0.571537539500897,0.019504202110897317,-5.8920640888492954,-0.32337656418011385,-3.243031992227821
9.0,33.0,3.3,1,1,2.0,1,hisp,1,3.0,1,-1.5059548948391215,0.14447531020288285,-2.506768371035065,-0.46508281406623864,3.420290400373868
9.0,46.0,3.3,1,1,4.0,0,white,1,5.0,0,0.571537539500897,0.019504202110897317,9.107935911150705,0.42693555142756345,2.3322985245454015
7.0,40.0,3.3,1,1,3.0,1,white,1,2.0,0,-0.5059548948391215,0.13682803904399288,3.3992235940041056,-2.0607298941324155,-0.30828751165050594
8.0,38.0,3.3,1,1,4.0,0,asian,1,3.0,1,0.571537539500897,0.019504202110897317,1.1079359111507046,-0.906564243563198,1.5785963818780875
5.0,41.0,3.3,1,1,4.0,1,white,1,4.0,0,0.4940451051608785,0.12918076788510335,3.305215559043276,-0.1565018204416626,-1.3762137430890995
8.0,32.5,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,-3.298056053888459,-0.4358859519362537,2.5044598022234457
7.0,46.0,3.3,1,1,5.0,1,white,1,6.0,0,1.4940451051608785,0.12153349672621339,7.21120752408244,1.4144761507444708,0.882504810675683
5.0,37.0,3.3,1,1,5.0,0,white,1,4.0,0,1.571537539500897,0.01185693095200735,-0.9860721238101249,0.1642888813798642,-0.7028585282924755
4.0,34.0,3.3,1,1,4.0,1,black,1,4.0,1,0.4940451051608785,0.12918076788510335,-3.694784440956724,0.4266858589414215,-1.197842117195008
2.0,36.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,-1.6947844409567239,-0.7399391923108882,-4.0847260107236005
2.0,28.5,3.3,1,1,3.0,0,black,1,5.0,1,-0.42846246049910297,0.02715147326978684,-7.298056053888459,1.8973641505683658,-1.7217724107193684
4.0,41.0,3.3,1,1,3.0,0,white,1,4.0,0,-0.42846246049910297,0.02715147326978684,5.201943946111541,-0.1440424197585699,-2.3762137430890995
3.0,38.0,3.3,1,1,3.0,1,white,1,4.0,0,-0.5059548948391215,0.13682803904399288,1.3992235940041056,0.10589515711989428,-2.871197331991631
1.0,28.0,3.3,1,1,5.0,1,asian,1,3.0,1,1.4940451051608785,0.12153349672621339,-10.78879247591756,-0.08589838798474192,-3.7380155811303526
7.0,31.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,-6.694784440956724,-0.32337656418011385,1.756968007772179
10.0,42.0,3.3,1,1,4.0,1,white,1,5.0,0,0.4940451051608785,0.12918076788510335,4.305215559043276,0.760185653932183,4.0056537393420255
2.0,40.0,3.3,1,1,5.0,1,white,1,4.0,0,1.4940451051608785,0.12153349672621339,1.2112075240824396,-0.08564869549859999,-4.207874939389944
2.0,29.0,3.3,1,1,3.0,1,white,1,2.0,0,-0.5059548948391215,0.13682803904399288,-7.600776405995894,-1.1442921122447118,-3.4565606709597896
4.0,34.0,3.3,1,1,4.0,1,white,1,4.0,0,0.4940451051608785,0.12918076788510335,-3.694784440956724,0.4266858589414215,-1.197842117195008
3.0,43.0,3.3,1,1,1.0,1,white,1,4.0,0,-2.5059548948391215,0.15212258136177237,8.587239663925764,-0.28574866964469425,-3.7128913504874124
6.0,34.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-2.8920640888492954,-0.5733141410585785,0.25195159667471145
9.0,37.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,-0.6947844409567239,-0.8232517179370431,2.746935185577244
1.0,27.5,3.3,1,1,5.0,1,white,1,3.0,0,1.4940451051608785,0.12153349672621339,-11.28879247591756,-0.044242125171664703,-3.653846179280775
5.0,30.5,3.3,1,1,3.0,1,white,1,3.0,0,-0.5059548948391215,0.13682803904399288,-6.100776405995894,-0.2692609006839439,-0.15886259037824235
9.0,39.0,3.3,1,1,4.0,0,white,1,4.0,0,0.571537539500897,0.019504202110897317,2.1079359111507046,0.010123230810647144,2.9604638643092116
7.0,33.0,3.3,1,1,4.0,1,asian,1,4.0,1,0.4940451051608785,0.12918076788510335,-4.694784440956724,0.5099983845675764,1.9704966865041484
8.0,39.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,1.3052155590432761,-0.9898767691893529,1.410257578178931
10.0,43.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,6.1079359111507046,-1.3231268716939724,2.736902363382307
6.0,31.0,3.3,1,1,4.0,0,white,1,5.0,0,0.571537539500897,0.019504202110897317,-5.8920640888492954,1.6766234358198862,1.857380580032741
10.0,44.0,3.3,1,1,4.0,1,white,1,4.0,0,0.4940451051608785,0.12918076788510335,6.305215559043276,-0.4064393973201268,3.118769845813432
6.0,35.3,3.3,1,1,3.0,1,other,0,3.0,1,-0.5059548948391215,0.13682803904399288,-1.3007764059958973,-0.6691610236894872,0.03311115186580871
8.0,38.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,1.1079359111507046,-0.906564243563198,1.5785963818780875
1.0,27.0,3.3,1,1,4.0,0,black,1,3.0,1,0.571537539500897,0.019504202110897317,-9.892064088849295,0.00987353832450566,-3.569676777431197
1.0,34.0,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,-1.798056053888459,-0.5608547403754862,-4.7480484033252885
7.0,40.0,3.3,1,1,4.0,0,white,1,4.0,0,0.571537539500897,0.019504202110897317,3.1079359111507046,-0.07318929481550729,0.792125060610056
6.0,32.0,3.3,1,0,5.0,0,white,0,5.0,0,1.571537539500897,0.01185693095200735,-5.986072123810125,1.5808515095106386,1.6890417763335854
10.0,37.0,3.3,1,1,4.0,1,white,1,2.0,0,0.4940451051608785,0.12918076788510335,-0.6947844409567239,-1.823251717937043,3.1967288994469625
6.0,37.0,3.3,1,1,3.0,1,white,1,3.0,0,-0.5059548948391215,0.13682803904399288,0.39922359400410556,-0.8107923172539508,-0.2530648144227561
6.0,41.0,3.3,1,1,2.0,1,white,1,4.0,0,-1.5059548948391215,0.14447531020288285,5.493231628964935,-0.1315830190754772,-0.3762137430890995
2.0,42.0,3.3,1,0,2.0,0,white,1,4.0,0,-1.428462460499103,0.03479874442867681,7.2959519810723705,-0.21489554470163252,-4.544552546788255
6.0,47.0,3.3,1,1,3.0,1,white,1,6.0,0,-0.5059548948391215,0.13682803904399288,10.399223594004106,1.3560824264845008,-0.28583399302347345
6.0,40.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,3.1079359111507046,-1.0731892948155073,-0.7580812255202245
6.0,35.0,3.3,1,1,3.0,0,white,1,4.0,0,-0.42846246049910297,0.02715147326978684,-0.7980560538884589,0.3558327339983589,0.6338190791058356
9.0,33.0,3.3,1,1,4.0,0,white,1,2.0,0,0.571537539500897,0.019504202110897317,-3.8920640888492954,-1.4900016154324236,2.8700841142435864
9.0,33.0,3.3,1,1,4.0,1,other,1,3.0,1,0.4940451051608785,0.12918076788510335,-4.694784440956724,-0.4900016154324236,3.420290400373868
8.0,43.0,3.3,1,1,4.0,1,white,1,4.0,0,0.4940451051608785,0.12918076788510335,5.305215559043276,-0.32312687169397236,1.2871086495125876
4.0,32.0,3.3,1,1,4.0,0,white,1,2.0,0,0.571537539500897,0.019504202110897317,-4.8920640888492954,-1.4066890898062687,-1.961577082057258
7.0,27.0,3.3,1,1,4.0,1,white,1,2.0,0,0.4940451051608785,0.12918076788510335,-10.694784440956724,-0.9901264616754943,1.8801169364385215
1.0,23.0,3.3,0,1,3.0,0,black,0,1.0,1,-0.42846246049910297,0.02715147326978684,-12.798056053888459,-1.6444169584877821,-3.996734134895135
9.0,46.0,3.3,1,1,4.0,1,white,1,5.0,0,0.4940451051608785,0.12918076788510335,8.305215559043276,0.42693555142756345,2.3322985245454015
5.0,33.0,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,-2.798056053888459,-0.47754221474933134,-0.5797095996261321
9.0,43.0,3.3,1,1,5.0,0,white,1,5.0,0,1.571537539500897,0.01185693095200735,5.013927876189875,0.6644137276229349,2.837314935642869
7.0,35.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-1.8920640888492954,-0.6566266666847334,1.083612792975555
6.0,38.0,3.3,1,1,3.0,0,white,1,4.0,0,-0.42846246049910297,0.02715147326978684,2.201943946111541,0.10589515711989428,0.12880266800836893
7.0,33.0,3.3,1,0,5.0,0,white,1,1.0,0,1.571537539500897,0.01185693095200735,-4.986072123810125,-2.5024610161155163,0.3198778281133059
3.0,33.0,3.3,1,0,3.0,0,white,1,5.0,0,-0.42846246049910297,0.02715147326978684,-2.798056053888459,1.5224577852506687,-1.4792970273655701
1.0,33.0,3.3,1,1,3.0,1,black,1,6.0,1,-0.5059548948391215,0.13682803904399288,-3.6007764059958944,2.5224577852506687,-2.9290907412352887
7.0,39.0,3.3,1,1,3.0,1,white,1,3.0,0,-0.5059548948391215,0.13682803904399288,2.3992235940041056,-0.9774173685062606,0.41025757817893105
2.0,37.7,3.3,1,1,4.0,1,white,1,5.0,0,0.4940451051608785,0.12918076788510335,0.005215559043278972,1.118429514124648,-3.270489404751604
10.0,28.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,-9.694784440956724,-0.07343898730164922,5.261984418869647
3.0,39.0,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,3.201943946111541,-0.9774173685062606,-3.589742421821069
4.0,37.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,0.10793591115070456,-0.8232517179370431,-2.253064814422756
9.0,32.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-4.8920640888492954,-0.4066890898062687,3.5886292040730234
7.0,36.0,3.3,1,0,2.0,1,white,1,3.0,0,-1.5059548948391215,0.14447531020288285,0.493231628964935,-0.7150203909447033,0.9152739892763995
10.0,27.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,-10.694784440956724,0.00987353832450566,5.430323222568803
9.0,28.0,3.3,1,1,2.0,1,white,1,1.0,0,-1.5059548948391215,0.14447531020288285,-7.506768371035065,-2.0485201859354643,3.1615718466090854
2.0,29.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,-8.694784440956724,-0.1567515129278041,-2.906354384829508
1.0,27.0,3.3,1,1,3.0,1,white,1,1.0,0,-0.5059548948391215,0.13682803904399288,-9.600776405995894,-1.977667060992402,-4.67008934969176
3.0,41.0,3.3,1,1,4.0,0,white,1,4.0,0,0.571537539500897,0.019504202110897317,4.1079359111507046,-0.1565018204416626,-3.3762137430890995
3.0,24.0,3.3,1,1,3.0,0,black,1,3.0,1,-0.42846246049910297,0.02715147326978684,-11.798056053888459,0.27227051588606255,-1.0646603663337286
6.0,48.0,3.3,1,1,3.0,1,white,1,6.0,0,-0.5059548948391215,0.13682803904399288,11.399223594004106,1.2727699008583455,-0.454172796722629
3.0,44.0,3.3,1,1,4.0,0,white,1,4.0,0,0.571537539500897,0.019504202110897317,7.1079359111507046,-0.4064393973201268,-3.881230154186568
1.0,39.0,3.3,1,1,3.0,0,white,1,4.0,0,-0.42846246049910297,0.02715147326978684,3.201943946111541,0.022582631493739402,-5.039536135690788
9.0,32.0,3.3,1,1,4.0,1,white,1,2.0,0,0.4940451051608785,0.12918076788510335,-5.694784440956724,-1.4066890898062687,3.038422917942742
6.0,29.5,3.3,1,1,3.0,1,hisp,1,3.0,1,-0.5059548948391215,0.13682803904399288,-7.100776405995894,-0.18594837505778905,1.0094762133209132
6.0,32.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,-5.694784440956724,-0.4066890898062687,0.5886292040730234
4.0,37.0,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,1.201943946111541,-0.8107923172539508,-2.253064814422756
6.0,38.0,3.3,1,1,4.0,1,white,1,6.0,0,0.4940451051608785,0.12918076788510335,0.30521555904327613,2.093435756436802,1.229215240268931
7.0,27.0,3.3,1,1,3.0,1,hisp,1,3.0,1,-0.5059548948391215,0.13682803904399288,-9.600776405995894,0.02233293900759792,2.430323222568803
10.0,33.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-3.8920640888492954,-0.4900016154324236,4.420290400373868
6.0,34.0,3.3,1,1,3.0,1,white,1,3.0,0,-0.5059548948391215,0.13682803904399288,-2.6007764059958944,-0.5608547403754862,0.25195159667471145
10.0,37.0,3.3,1,1,3.0,0,hisp,1,4.0,1,-0.42846246049910297,0.02715147326978684,1.201943946111541,0.18920768274604916,4.2971414717075245
10.0,43.0,3.3,1,1,5.0,1,white,1,5.0,0,1.4940451051608785,0.12153349672621339,4.21120752408244,0.6644137276229349,3.837314935642869
4.0,40.0,3.3,1,1,4.0,1,white,1,4.0,0,0.4940451051608785,0.12918076788510335,2.305215559043276,-0.07318929481550729,-2.207874939389944
4.0,30.0,3.3,1,0,4.0,1,asian,1,5.0,1,0.4940451051608785,0.12918076788510335,-7.694784440956724,1.759935961446041,0.025719383731897416
7.0,40.0,3.3,1,1,3.0,0,white,1,3.0,0,-0.42846246049910297,0.02715147326978684,4.201943946111541,-1.0607298941324155,0.2419187744797755
4.0,33.0,3.3,1,1,3.0,1,white,1,3.0,0,-0.5059548948391215,0.13682803904399288,-3.6007764059958944,-0.47754221474933134,-1.579709599626132
5.0,40.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,3.1079359111507046,-1.0731892948155073,-1.7580812255202245
9.0,36.5,3.3,1,1,5.0,0,white,1,4.0,0,1.571537539500897,0.01185693095200735,-1.4860721238101249,0.2059451441929414,3.3813108735571022
9.0,33.0,3.3,1,0,3.0,1,white,1,3.0,0,-0.5059548948391215,0.13682803904399288,-3.6007764059958944,-0.47754221474933134,3.420290400373868
10.0,34.0,3.3,1,0,3.0,1,white,1,4.0,0,-0.5059548948391215,0.13682803904399288,-2.6007764059958944,0.4391452596245138,4.802157882804992
2.0,38.0,3.3,1,1,3.0,0,white,1,4.0,0,-0.42846246049910297,0.02715147326978684,2.201943946111541,0.10589515711989428,-3.871197331991631
7.0,37.0,3.3,1,1,4.0,1,white,1,5.0,0,0.4940451051608785,0.12918076788510335,-0.6947844409567239,1.176748282062957,1.847347757837806
10.0,41.0,3.3,1,1,4.0,1,white,1,3.0,0,0.4940451051608785,0.12918076788510335,3.305215559043276,-1.1565018204416626,3.07357997078062
6.0,35.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,-1.8920640888492954,-0.6566266666847334,0.08361279297555502
8.0,33.0,3.3,1,1,3.0,1,white,1,3.0,0,-0.5059548948391215,0.13682803904399288,-3.6007764059958944,-0.47754221474933134,2.420290400373868
4.0,35.5,3.3,1,1,1.0,1,white,1,4.0,0,-2.5059548948391215,0.15212258136177237,1.0872396639257644,0.3390952725514671,-1.4503503227437422
1.0,41.0,3.3,1,1,4.0,0,white,1,3.0,0,0.571537539500897,0.019504202110897317,4.1079359111507046,-1.1565018204416626,-5.92642002921938
5.0,40.0,3.3,1,1,2.0,1,white,1,4.0,0,-1.5059548948391215,0.14447531020288285,4.493231628964935,-0.04827049344932277,-1.207874939389944
