DECILE1,LSAT,UGPA,grad,fulltime,FAM_INC,gender,race1,Y,TIER,A,U_UGPA,U_LSAT,U_TIER
6.0,37.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,-0.6947844409567239,0.2417629956263938
1.0,38.0,3.2,1,0,4.0,1,white,0,4.0,0,0.02918076788510371,0.30521555904327613,0.15845047000023893
9.0,39.0,3.2,1,1,3.0,1,white,1,4.0,0,0.03682803904399323,2.3992235940041056,0.08759734505717631
8.0,32.0,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,-5.694784440956724,-0.3416743762428318
10.0,34.0,3.2,1,1,3.0,1,white,1,6.0,0,0.03682803904399323,-2.6007764059958944,2.5041599731879507
2.0,33.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-3.8920640888492954,-0.4249869018689867
7.0,46.0,3.2,1,1,4.0,1,asian,1,4.0,1,0.02918076788510371,8.305215559043276,-0.5080497350090001
4.0,46.0,3.2,1,1,4.0,0,white,1,4.0,0,-0.08049579788910233,9.107935911150705,-0.5080497350090001
4.0,36.0,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,-0.6007764059958944,-0.6624650780643591
7.0,40.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,3.1079359111507046,-1.0081745812520708
2.0,31.0,3.2,1,1,4.0,1,white,1,2.0,0,0.02918076788510371,-6.694784440956724,-1.258361850616677
6.0,43.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,5.305215559043276,-0.2581121581305359
3.0,30.0,3.2,1,1,3.0,1,white,0,2.0,0,0.03682803904399323,-6.600776405995894,-1.1625899243074298
6.0,40.0,3.2,1,1,2.0,1,white,1,5.0,0,0.0444753102028832,4.493231628964935,1.0167442201141141
3.0,39.0,3.2,1,1,3.0,0,white,1,4.0,0,-0.0728485267302128,3.201943946111541,0.08759734505717631
6.0,37.0,3.2,1,0,2.0,1,hisp,1,3.0,1,0.0444753102028832,1.493231628964935,-0.7333182030074212
3.0,36.0,3.2,1,1,3.0,0,white,1,5.0,0,-0.0728485267302128,0.2019439461115411,1.337534921935641
3.0,30.0,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,-6.600776405995894,-0.1625899243074298
8.0,28.5,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-8.392064088849295,-0.05008053655128997
6.0,37.0,3.2,1,1,3.0,1,white,1,4.0,0,0.03682803904399323,0.39922359400410556,0.25422239630948607
1.0,35.0,3.2,1,1,4.0,0,hisp,1,5.0,1,-0.08049579788910233,-1.8920640888492954,1.4083880468787036
7.0,35.5,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-1.3920640888492954,-0.6332682159343741
10.0,37.0,3.2,1,1,4.0,0,white,1,2.0,0,-0.08049579788910233,0.10793591115070456,-1.7582370043736062
4.0,40.0,3.2,1,1,4.0,1,white,1,5.0,0,0.02918076788510371,2.305215559043276,0.9918254187479292
6.0,38.0,3.2,1,1,3.0,0,white,1,5.0,0,-0.0728485267302128,2.201943946111541,1.1709098706833312
10.0,35.0,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,-1.6007764059958944,-0.5791525524382042
10.0,34.3,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,-2.3007764059958973,-0.5208337844998954
7.0,28.0,3.2,1,1,5.0,1,white,1,3.0,0,0.02153349672621374,-10.78879247591756,-0.02088367442130501
3.0,41.0,3.2,1,1,4.0,0,white,0,4.0,0,-0.08049579788910233,4.1079359111507046,-0.09148710687822614
10.0,47.0,3.2,1,1,4.0,1,white,1,6.0,0,0.02918076788510371,9.305215559043276,1.4086377393648446
6.0,39.0,3.2,1,1,3.0,1,other,1,3.0,1,0.03682803904399323,2.3992235940041056,-0.9124026549428237
2.0,35.0,3.2,1,1,3.0,1,white,1,2.0,0,0.03682803904399323,-1.6007764059958944,-1.5791525524382042
3.0,38.0,3.2,1,1,5.0,1,white,1,3.0,0,0.02153349672621374,-0.7887924759175604,-0.8540089306828538
5.0,40.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,2.305215559043276,-0.008174581252070823
8.0,40.0,3.2,1,1,4.0,1,white,1,5.0,0,0.02918076788510371,2.305215559043276,0.9918254187479292
9.0,36.0,3.2,1,1,3.0,0,white,1,2.0,0,-0.0728485267302128,0.2019439461115411,-1.662465078064359
9.0,41.0,3.2,1,1,4.0,0,white,1,5.0,0,-0.08049579788910233,4.1079359111507046,0.9085128931217739
10.0,38.0,3.2,1,0,4.0,0,white,1,3.0,0,-0.08049579788910233,1.1079359111507046,-0.8415495299997611
2.0,14.5,3.2,1,1,3.0,0,black,0,2.0,1,-0.0728485267302128,-21.29805605388846,0.128754222897971
1.0,38.0,3.2,1,1,3.0,1,white,1,6.0,0,0.03682803904399323,1.3992235940041056,2.170909870683331
5.0,30.0,3.2,1,1,4.0,1,white,1,2.0,0,0.02918076788510371,-7.694784440956724,-1.175049324990522
4.0,39.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,2.1079359111507046,-0.924862055625916
5.0,44.0,3.2,1,1,2.0,1,white,1,3.0,0,0.0444753102028832,8.493231628964935,-1.3165058823905058
1.0,45.0,3.2,1,1,5.0,1,white,1,6.0,0,0.02153349672621374,6.21120752408244,1.5628033899340616
5.0,37.0,3.2,1,0,3.0,1,white,1,5.0,0,0.03682803904399323,0.39922359400410556,1.254222396309486
6.0,35.0,3.2,1,0,4.0,0,white,1,3.0,0,-0.08049579788910233,-1.8920640888492954,-0.5916119531212964
3.0,44.0,3.2,1,1,1.0,0,black,1,6.0,1,-0.05755398441243331,10.3899600160332,1.695953518292587
8.0,37.0,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,0.39922359400410556,-0.7457776036905139
6.0,36.0,3.2,1,1,2.0,1,white,1,3.0,0,0.0444753102028832,0.493231628964935,-0.6500056773812664
7.0,31.0,3.2,1,1,3.0,1,white,1,4.0,0,0.03682803904399323,-5.600776405995894,0.7540975500664153
2.0,37.0,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,0.39922359400410556,-0.7457776036905139
10.0,37.5,3.2,1,1,2.0,1,white,1,5.0,0,0.0444753102028832,1.993231628964935,1.2250255341795016
2.0,44.0,3.2,1,1,5.0,1,white,1,6.0,0,0.02153349672621374,5.21120752408244,1.646115915560217
5.0,39.0,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,2.3992235940041056,-0.9124026549428237
9.0,40.5,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,2.805215559043276,-1.0498308440651485
7.0,40.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,3.1079359111507046,-1.0081745812520708
10.0,43.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,5.305215559043276,-0.2581121581305359
10.0,45.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,8.107935911150705,-1.4247372093828456
3.0,23.0,3.2,1,1,3.0,0,black,1,3.0,1,-0.0728485267302128,-12.798056053888459,0.42059775507565433
4.0,37.0,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,0.39922359400410556,-0.7457776036905139
8.0,36.0,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,-0.6007764059958944,-0.6624650780643591
5.0,45.0,3.2,1,1,5.0,1,white,1,5.0,0,0.02153349672621374,6.21120752408244,0.5628033899340616
3.0,42.0,3.2,1,1,4.0,1,white,0,4.0,0,0.02918076788510371,4.305215559043276,-0.17479963250438058
9.0,39.0,3.2,1,0,3.0,0,white,1,3.0,0,-0.0728485267302128,3.201943946111541,-0.9124026549428237
6.0,33.0,3.2,1,1,4.0,0,white,1,4.0,0,-0.08049579788910233,-3.8920640888492954,0.5750130981310133
4.0,33.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,-4.694784440956724,0.5750130981310133
3.0,36.0,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,-1.6947844409567239,-0.6749244787474513
10.0,40.0,3.2,1,1,4.0,1,white,1,5.0,0,0.02918076788510371,2.305215559043276,0.9918254187479292
6.0,36.0,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,-1.6947844409567239,-0.6749244787474513
6.0,37.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,-0.6947844409567239,0.2417629956263938
9.0,40.0,3.2,1,1,2.0,1,white,1,3.0,0,0.0444753102028832,4.493231628964935,-0.9832557798858859
5.0,31.0,3.2,1,0,3.0,1,white,0,3.0,0,0.03682803904399323,-5.600776405995894,-0.24590244993358468
6.0,39.0,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,1.3052155590432761,-0.924862055625916
4.0,37.0,3.2,1,1,3.0,1,asian,1,3.0,1,0.03682803904399323,0.39922359400410556,-0.7457776036905139
8.0,34.0,3.2,1,1,4.0,1,white,1,2.0,0,0.02918076788510371,-3.694784440956724,-1.5082994274951416
10.0,47.0,3.2,1,1,3.0,1,white,1,5.0,0,0.03682803904399323,10.399223594004106,0.4210971400479373
5.0,31.0,3.2,1,1,3.0,0,white,1,3.0,0,-0.0728485267302128,-4.798056053888459,-0.24590244993358468
4.0,27.0,3.2,1,1,2.0,0,white,1,1.0,0,-0.06520125557132284,-7.7040480189276295,-1.9001929467458725
7.0,36.0,3.2,1,1,3.0,1,white,1,4.0,0,0.03682803904399323,-0.6007764059958944,0.33753492193564094
3.0,36.0,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,-0.6007764059958944,-0.6624650780643591
9.0,31.0,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,-5.600776405995894,-0.24590244993358468
5.0,38.0,3.2,1,0,3.0,1,asian,1,5.0,1,0.03682803904399323,1.3992235940041056,1.1709098706833312
9.0,44.0,3.2,1,1,3.0,0,white,1,3.0,0,-0.0728485267302128,8.201943946111541,-1.3289652830735985
10.0,43.0,3.2,1,1,3.0,0,white,1,5.0,0,-0.0728485267302128,7.201943946111541,0.7543472425525568
9.0,34.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-2.8920640888492954,-0.5082994274951416
1.0,30.5,3.2,1,1,4.0,0,black,0,4.0,1,-0.08049579788910233,-6.3920640888492954,0.7832944121964003
8.0,42.0,3.2,1,1,3.0,1,white,1,5.0,0,0.03682803904399323,5.399223594004106,0.8376597681787112
2.0,36.0,3.2,1,1,3.0,1,white,1,5.0,0,0.03682803904399323,-0.6007764059958944,1.337534921935641
5.0,39.0,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,1.3052155590432761,-0.924862055625916
10.0,35.0,3.2,1,1,5.0,1,white,1,6.0,0,0.02153349672621374,-3.7887924759175604,2.395928646195611
5.0,36.0,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,-1.6947844409567239,-0.6749244787474513
3.0,39.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,1.3052155590432761,0.07513794437408405
2.0,32.0,3.2,1,1,1.0,0,white,1,3.0,0,-0.05755398441243331,-1.6100399839668,-0.30429617419355415
3.0,31.0,3.2,1,1,3.0,0,white,1,2.0,0,-0.0728485267302128,-4.798056053888459,-1.2459024499335847
7.0,36.0,3.2,1,1,3.0,1,white,1,5.0,0,0.03682803904399323,-0.6007764059958944,1.337534921935641
9.0,36.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,-1.6947844409567239,0.3250755212525487
8.0,37.0,3.2,1,1,2.0,0,white,1,4.0,0,-0.06520125557132284,2.2959519810723705,0.26668179699257877
1.0,26.0,3.2,1,1,4.0,1,hisp,1,3.0,1,0.02918076788510371,-11.694784440956724,0.15820077751409745
6.0,33.5,3.2,1,1,4.0,1,asian,1,4.0,1,0.02918076788510371,-4.194784440956724,0.5333568353179357
1.0,47.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,9.305215559043276,-0.5913622606351554
5.0,34.0,3.2,1,0,2.0,0,white,1,5.0,0,-0.06520125557132284,-0.7040480189276295,1.5166193738710434
9.0,48.0,3.2,1,1,3.0,1,white,1,5.0,0,0.03682803904399323,11.399223594004106,0.337784614421782
8.0,29.0,3.2,1,1,3.0,1,hisp,1,4.0,1,0.03682803904399323,-7.600776405995894,0.9207226013187251
8.0,35.0,3.2,1,1,3.0,0,black,1,1.0,1,-0.0728485267302128,-0.7980560538884589,-2.579152552438204
10.0,40.0,3.2,1,1,3.0,0,white,1,4.0,0,-0.0728485267302128,4.201943946111541,0.004284819431021436
5.0,40.0,3.2,1,1,4.0,1,white,1,6.0,0,0.02918076788510371,2.305215559043276,1.9918254187479292
6.0,37.0,3.2,1,1,4.0,0,white,1,4.0,0,-0.08049579788910233,0.10793591115070456,0.2417629956263938
6.0,31.5,3.2,1,1,2.0,0,white,1,3.0,0,-0.06520125557132284,-3.2040480189276295,-0.2750993120635692
7.0,39.0,3.2,1,1,2.0,1,white,1,3.0,0,0.0444753102028832,3.493231628964935,-0.899943254259731
4.0,22.7,3.2,1,1,3.0,0,black,1,4.0,1,-0.0728485267302128,-13.09805605388846,1.4455915127635008
5.0,46.0,3.2,1,1,4.0,1,white,1,5.0,0,0.02918076788510371,8.305215559043276,0.4919502649909999
7.0,38.0,3.2,1,1,5.0,1,white,1,3.0,0,0.02153349672621374,-0.7887924759175604,-0.8540089306828538
6.0,37.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,0.10793591115070456,-0.7582370043736062
4.0,36.5,3.2,1,1,2.0,1,white,1,3.0,0,0.0444753102028832,0.993231628964935,-0.6916619401943436
2.0,26.5,3.2,1,1,3.0,0,black,1,3.0,1,-0.0728485267302128,-9.298056053888459,0.1290039153841125
3.0,37.0,3.2,1,1,3.0,1,asian,1,4.0,1,0.03682803904399323,0.39922359400410556,0.25422239630948607
6.0,34.0,3.2,1,1,4.0,0,white,1,4.0,0,-0.08049579788910233,-2.8920640888492954,0.49170057250485844
8.0,37.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,-0.6947844409567239,0.2417629956263938
4.0,41.0,3.2,1,1,5.0,1,white,1,3.0,0,0.02153349672621374,2.2112075240824396,-1.1039465075613188
3.0,33.0,3.2,1,0,4.0,1,white,0,3.0,0,0.02918076788510371,-4.694784440956724,-0.4249869018689867
8.0,31.0,3.2,1,1,4.0,0,white,1,5.0,0,-0.08049579788910233,-5.8920640888492954,1.741638149383323
2.0,32.0,3.2,1,0,4.0,0,white,1,3.0,0,-0.08049579788910233,-4.8920640888492954,-0.3416743762428318
2.0,29.0,3.2,1,1,4.0,0,other,1,3.0,1,-0.08049579788910233,-7.8920640888492954,-0.09173679936436718
4.0,32.5,3.2,1,1,3.0,0,white,0,3.0,0,-0.0728485267302128,-3.298056053888459,-0.37087123837281677
9.0,33.0,3.2,1,1,4.0,1,hisp,0,3.0,1,0.02918076788510371,-4.694784440956724,-0.4249869018689867
7.0,33.0,3.2,1,1,3.0,0,white,1,3.0,0,-0.0728485267302128,-2.798056053888459,-0.41252750118589443
9.0,32.0,3.2,1,1,3.0,1,white,1,2.0,0,0.03682803904399323,-4.600776405995894,-1.3292149755597396
7.0,37.0,3.2,1,1,5.0,1,white,1,3.0,0,0.02153349672621374,-1.7887924759175604,-0.7706964050566989
4.0,32.0,3.2,1,1,3.0,1,white,1,4.0,0,0.03682803904399323,-4.600776405995894,0.6707850244402604
10.0,40.0,3.2,1,1,2.0,1,white,1,4.0,0,0.0444753102028832,4.493231628964935,0.01674422011411414
8.0,37.0,3.2,1,1,3.0,0,black,1,5.0,1,-0.0728485267302128,1.201943946111541,1.254222396309486
7.0,47.0,3.2,1,1,4.0,1,white,1,5.0,0,0.02918076788510371,9.305215559043276,0.4086377393648446
5.0,36.0,3.2,1,0,4.0,0,white,1,5.0,0,-0.08049579788910233,-0.8920640888492954,1.3250755212525487
2.0,36.0,3.2,1,1,4.0,1,white,1,2.0,0,0.02918076788510371,-1.6947844409567239,-1.6749244787474513
2.0,39.0,3.2,1,1,3.0,1,white,1,2.0,0,0.03682803904399323,2.3992235940041056,-1.9124026549428237
9.0,40.0,3.2,1,1,3.0,0,hisp,1,6.0,1,-0.0728485267302128,4.201943946111541,2.0042848194310214
10.0,35.0,3.2,1,1,4.0,1,white,1,5.0,0,0.02918076788510371,-2.694784440956724,1.4083880468787036
5.0,34.0,3.2,1,0,4.0,0,white,1,3.0,0,-0.08049579788910233,-2.8920640888492954,-0.5082994274951416
6.0,37.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,0.10793591115070456,-0.7582370043736062
4.0,32.5,3.2,1,1,5.0,1,white,1,3.0,0,0.02153349672621374,-6.28879247591756,-0.3957900397390022
1.0,26.7,3.2,1,1,5.0,1,white,1,2.0,0,0.02153349672621374,-12.088792475917561,-0.9125773911073036
6.0,42.0,3.2,1,1,5.0,1,white,1,5.0,0,0.02153349672621374,3.2112075240824396,0.8127409668125267
3.0,33.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,-4.694784440956724,0.5750130981310133
1.0,31.0,3.2,1,1,2.0,0,white,0,3.0,0,-0.06520125557132284,-3.7040480189276295,-0.23344304925049197
9.0,43.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,6.1079359111507046,-1.258112158130536
6.0,37.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,-0.6947844409567239,0.2417629956263938
4.0,32.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-4.8920640888492954,-0.3416743762428318
7.0,39.0,3.2,1,1,3.0,1,white,1,6.0,0,0.03682803904399323,2.3992235940041056,2.0875973450571763
2.0,30.0,3.2,1,1,2.0,0,black,1,4.0,1,-0.06520125557132284,-4.7040480189276295,0.8498694763756629
6.0,39.0,3.2,1,1,3.0,1,white,1,4.0,0,0.03682803904399323,2.3992235940041056,0.08759734505717631
2.0,34.0,3.2,1,1,4.0,0,other,0,5.0,1,-0.08049579788910233,-2.8920640888492954,1.4917005725048584
7.0,40.0,3.2,1,1,3.0,0,white,1,4.0,0,-0.0728485267302128,4.201943946111541,0.004284819431021436
10.0,38.0,3.2,1,1,4.0,1,other,1,6.0,1,0.02918076788510371,0.30521555904327613,2.158450470000239
2.0,36.0,3.2,1,1,3.0,1,asian,1,4.0,1,0.03682803904399323,-0.6007764059958944,0.33753492193564094
4.0,30.0,3.2,1,1,2.0,1,asian,1,3.0,1,0.0444753102028832,-5.506768371035065,-0.1501305236243371
8.0,45.0,3.2,1,1,3.0,1,white,1,4.0,0,0.03682803904399323,8.399223594004106,-0.41227780869975295
8.0,33.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-3.8920640888492954,-0.4249869018689867
9.0,37.0,3.2,1,1,3.0,0,white,1,2.0,0,-0.0728485267302128,1.201943946111541,-1.745777603690514
5.0,41.0,3.2,1,1,4.0,1,white,1,5.0,0,0.02918076788510371,3.305215559043276,0.9085128931217739
2.0,40.0,3.2,1,1,4.0,0,white,1,4.0,0,-0.08049579788910233,3.1079359111507046,-0.008174581252070823
10.0,38.0,3.2,1,1,3.0,0,white,1,3.0,0,-0.0728485267302128,2.201943946111541,-0.8290901293166688
6.0,44.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,6.305215559043276,-0.34142468375669033
3.0,41.0,3.2,1,1,3.0,1,hisp,1,4.0,1,0.03682803904399323,4.399223594004106,-0.07902770619513344
2.0,31.0,3.2,1,1,3.0,0,white,1,2.0,0,-0.0728485267302128,-4.798056053888459,-1.2459024499335847
3.0,27.0,3.2,1,1,2.0,1,hisp,1,4.0,1,0.0444753102028832,-8.506768371035065,1.0998070532541275
6.0,39.5,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,2.6079359111507046,-0.9665183184389936
8.0,35.0,3.2,1,1,2.0,0,white,1,3.0,0,-0.06520125557132284,0.29595198107237053,-0.5666931517551115
6.0,28.0,3.2,1,1,4.0,1,white,1,2.0,0,0.02918076788510371,-9.694784440956724,-1.0084242737382123
8.0,35.0,3.2,1,1,4.0,1,white,1,2.0,0,0.02918076788510371,-2.694784440956724,-1.5916119531212964
3.0,45.0,3.2,1,1,3.0,1,white,1,4.0,0,0.03682803904399323,8.399223594004106,-0.41227780869975295
9.0,32.0,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,-5.694784440956724,-0.3416743762428318
10.0,36.0,3.2,1,1,5.0,1,white,1,3.0,0,0.02153349672621374,-2.7887924759175604,-0.687383879430544
3.0,28.0,3.2,1,1,5.0,1,white,1,2.0,0,0.02153349672621374,-10.78879247591756,-1.020883674421305
6.0,31.5,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-5.3920640888492954,-0.3000181134297546
3.0,40.0,3.2,1,1,3.0,1,white,1,4.0,0,0.03682803904399323,3.3992235940041056,0.004284819431021436
1.0,37.0,3.2,1,1,4.0,0,white,1,6.0,0,-0.08049579788910233,0.10793591115070456,2.241762995626394
3.0,34.5,3.2,1,1,2.0,1,white,1,4.0,0,0.0444753102028832,-1.006768371035065,0.4749631110579662
3.0,39.0,3.2,1,1,3.0,0,white,1,3.0,0,-0.0728485267302128,3.201943946111541,-0.9124026549428237
3.0,35.5,3.2,1,1,3.0,0,white,1,5.0,0,-0.0728485267302128,-0.2980560538884589,1.3791911847487186
5.0,46.0,3.2,1,1,3.0,0,white,1,4.0,0,-0.0728485267302128,10.201943946111541,-0.49559033432590827
9.0,36.0,3.2,1,1,2.0,0,white,1,4.0,0,-0.06520125557132284,1.2959519810723705,0.34999432261873364
3.0,32.0,3.2,1,0,2.0,0,white,1,3.0,0,-0.06520125557132284,-2.7040480189276295,-0.31675557487664685
4.0,39.0,3.2,1,1,5.0,1,white,1,3.0,0,0.02153349672621374,0.2112075240824396,-0.9373214563090086
3.0,37.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,-0.6947844409567239,0.2417629956263938
1.0,26.5,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,-11.194784440956724,0.11654451470101979
7.0,40.0,3.2,1,1,3.0,0,white,1,3.0,0,-0.0728485267302128,4.201943946111541,-0.9957151805689786
9.0,32.0,3.2,1,1,4.0,0,other,1,3.0,1,-0.08049579788910233,-4.8920640888492954,-0.3416743762428318
1.0,34.0,3.2,1,1,3.0,0,black,0,4.0,1,-0.0728485267302128,-1.798056053888459,0.5041599731879507
7.0,35.5,3.2,1,1,3.0,1,white,1,4.0,0,0.03682803904399323,-1.1007764059958944,0.3791911847487186
5.0,34.0,3.2,1,1,1.0,1,white,1,5.0,0,0.052122581361772724,-0.41276033607423557,1.529078774554136
6.0,38.5,3.2,1,1,1.0,1,white,1,3.0,0,0.052122581361772724,4.087239663925764,-0.8458275907635606
6.0,38.0,3.2,1,1,2.0,0,white,1,4.0,0,-0.06520125557132284,3.2959519810723705,0.1833692713664239
3.0,41.0,3.2,1,1,5.0,1,white,1,5.0,0,0.02153349672621374,2.2112075240824396,0.8960534924386812
7.0,36.0,3.2,1,1,3.0,1,hisp,1,5.0,1,0.03682803904399323,-0.6007764059958944,1.337534921935641
1.0,35.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-1.8920640888492954,-0.5916119531212964
9.0,33.5,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,-4.194784440956724,0.5333568353179357
2.0,38.0,3.2,1,1,3.0,0,white,1,6.0,0,-0.0728485267302128,2.201943946111541,2.170909870683331
5.0,26.0,3.2,1,1,2.0,0,white,1,2.0,0,-0.06520125557132284,-8.70404801892763,-0.8168804211197176
10.0,35.0,3.2,1,1,3.0,0,white,1,3.0,0,-0.0728485267302128,-0.7980560538884589,-0.5791525524382042
8.0,40.0,3.2,1,1,3.0,0,white,1,5.0,0,-0.0728485267302128,4.201943946111541,1.0042848194310214
5.0,35.0,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,-2.694784440956724,-0.5916119531212964
5.0,31.5,3.2,1,1,3.0,0,white,1,3.0,0,-0.0728485267302128,-4.298056053888459,-0.2875587127466619
7.0,42.0,3.2,1,1,2.0,1,white,1,4.0,0,0.0444753102028832,6.493231628964935,-0.14988083113819606
1.0,33.3,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-3.5920640888492983,-0.4499806595568332
7.0,32.0,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,-5.694784440956724,-0.3416743762428318
8.0,34.0,3.2,1,1,4.0,1,white,1,2.0,0,0.02918076788510371,-3.694784440956724,-1.5082994274951416
3.0,41.0,3.2,1,1,3.0,1,white,1,3.0,0,0.03682803904399323,4.399223594004106,-1.0790277061951334
9.0,43.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,6.1079359111507046,-1.258112158130536
7.0,42.0,3.2,1,1,2.0,1,hisp,1,4.0,1,0.0444753102028832,6.493231628964935,-0.14988083113819606
8.0,40.0,3.2,1,1,4.0,0,white,1,4.0,0,-0.08049579788910233,3.1079359111507046,-0.008174581252070823
2.0,31.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-5.8920640888492954,-0.25836185061667694
4.0,41.0,3.2,1,1,3.0,0,white,1,4.0,0,-0.0728485267302128,5.201943946111541,-0.07902770619513344
4.0,30.0,3.2,1,1,3.0,1,white,1,2.0,0,0.03682803904399323,-6.600776405995894,-1.1625899243074298
10.0,31.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-5.8920640888492954,-0.25836185061667694
2.0,29.0,3.2,1,1,3.0,1,hisp,0,5.0,1,0.03682803904399323,-7.600776405995894,1.920722601318725
7.0,44.0,3.2,1,1,4.0,1,other,1,4.0,1,0.02918076788510371,6.305215559043276,-0.34142468375669033
8.0,26.5,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-10.392064088849295,0.11654451470101979
5.0,33.0,3.2,1,0,3.0,0,white,1,3.0,0,-0.0728485267302128,-2.798056053888459,-0.41252750118589443
10.0,35.0,3.2,1,1,4.0,0,white,1,4.0,0,-0.08049579788910233,-1.8920640888492954,0.40838804687870356
9.0,43.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,5.305215559043276,-0.2581121581305359
4.0,38.0,3.2,1,1,3.0,1,asian,1,4.0,1,0.03682803904399323,1.3992235940041056,0.1709098706833312
7.0,38.0,3.2,1,1,4.0,1,white,1,4.0,0,0.02918076788510371,0.30521555904327613,0.15845047000023893
10.0,46.0,3.2,1,0,2.0,0,white,1,3.0,0,-0.06520125557132284,11.29595198107237,-1.4831309336428156
9.0,33.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-3.8920640888492954,-0.4249869018689867
6.0,35.0,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,-2.694784440956724,-0.5916119531212964
9.0,40.5,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,3.6079359111507046,-1.0498308440651485
6.0,31.0,3.2,1,1,4.0,0,white,1,3.0,0,-0.08049579788910233,-5.8920640888492954,-0.25836185061667694
4.0,34.0,3.2,1,1,2.0,0,black,1,5.0,1,-0.06520125557132284,-0.7040480189276295,1.5166193738710434
7.0,44.0,3.2,1,1,4.0,0,white,1,4.0,0,-0.08049579788910233,7.1079359111507046,-0.34142468375669033
9.0,31.0,3.2,1,1,4.0,1,white,1,3.0,0,0.02918076788510371,-6.694784440956724,-0.25836185061667694
7.0,19.0,3.2,1,1,1.0,0,black,1,1.0,1,-0.05755398441243331,-14.6100399839668,-1.2212333410535408
7.0,40.0,3.2,1,1,3.0,1,white,1,4.0,0,0.03682803904399323,3.3992235940041056,0.004284819431021436
